VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,Welcome0ContKey.keys,Welcome0ContKey.rt,key_resp.keys,key_resp.rt,WelcomeSound2ContKey.keys,WelcomeSound2ContKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,PracticeSoundKey.keys,PracticeSoundKey.corr,PracticeSoundKey.rt,SoundPracticeLoop.thisRepN,SoundPracticeLoop.thisTrialN,SoundPracticeLoop.thisN,SoundPracticeLoop.thisIndex,SoundPracticeLoop.ran,SoundFile,SoundMST_File,GS_File,SoundCorrect,Correct2,SoundType,,Trial,MSTSoundStrtKey.keys,MSTSoundStrtKey.rt,MSTSoundKey.keys,MSTSoundKey.corr,MSTSoundKey.rt,MSTSoundLoop.thisRepN,MSTSoundLoop.thisTrialN,MSTSoundLoop.thisN,MSTSoundLoop.thisIndex,MSTSoundLoop.ran,AttnCheck2Keys.keys,AttnCheck2Keys.rt,AttnCheck2Resp.text,SoundTask.thisRepN,SoundTask.thisTrialN,SoundTask.thisN,SoundTask.thisIndex,SoundTask.ran,Counterbalance.thisRepN,Counterbalance.thisTrialN,Counterbalance.thisN,Counterbalance.thisIndex,Counterbalance.ran,WordOrder,SoundOrder,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,Type,StartTast.keys,StartTast.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordCorrect,Correct_type,WordType,Condition,Attn1ContKey.keys,Attn1ContKey.rt,AttnCheckResp.text,SyllblCheckContKey.keys,SyllblCheckContKey.rt,SyllblCheckResp.keys,SyllblCheckResp.corr,SyllblCheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Target,Word1,Word2,Word3,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,WordTask.ran,key_resp_4.keys,key_resp_4.rt,GuessSoundIntro2Cont.keys,GuessSoundIntro2Cont.rt,GSSubmit.keys,GSSubmit.rt,GSResponse.text,GuessSoundLoop.thisRepN,GuessSoundLoop.thisTrialN,GuessSoundLoop.thisN,GuessSoundLoop.thisIndex,GuessSoundLoop.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Slurp.wav,,1,1,OLD,,A,,,1,1,0.466945,0,67,67,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Bowlingpins.wav,,2,3,NEW,,A,,,2,1,0.55346,0,68,68,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Cow.wav,,2,3,NEW,,A,,,2,1,0.733725,0,69,69,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Siren_E.wav,,2,3,NEW,,A,,,2,1,0.601995,0,70,70,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/ManWhistle.wav,,1,1,OLD,,A,,,1,1,0.46734,0,71,71,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Crow_B.wav,,2,3,NEW,,A,,,2,1,0.700415,0,72,72,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Chomp_C.wav,,2,2,SIMILAR,,A,,,1,0,0.56765,0,73,73,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Cup.wav,,1,1,OLD,,A,,,1,1,0.416685,0,74,74,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Bullfrog.wav,,2,3,NEW,,A,,,2,1,0.607465,0,75,75,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Phone_E.wav,,2,2,SIMILAR,,A,,,1,0,0.645145,0,76,76,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Bagpipe.wav,,1,1,OLD,,A,,,1,1,1.56056,0,77,77,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/HairDryer_A.wav,,2,3,NEW,,A,,,2,1,2.2004,0,78,78,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Airhorn.wav,,1,1,OLD,,A,,,1,1,0.556665,0,79,79,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Hammer_A.wav,,2,3,NEW,,A,,,2,1,0.78358,0,80,80,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Cuckoo_A.wav,,2,3,NEW,,A,,,2,1,0.590955,0,81,81,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Cow.wav,,1,1,OLD,,A,,,1,1,0.450415,0,82,82,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Footsteps_C.wav,,2,3,NEW,,A,,,2,1,0.483975,0,83,83,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Dog_H.wav,,2,3,NEW,,A,,,2,1,0.60055,0,84,84,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Bowlingpins.wav,,1,1,OLD,,A,,,1,1,0.43392,0,85,85,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Piano_D.wav,,2,3,NEW,,A,,,2,1,0.73413,0,86,86,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,,2,3,NEW,,A,,,2,1,0.717435,0,87,87,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Bullfrog.wav,,1,1,OLD,,A,,,1,1,0.650125,0,88,88,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Siren_A.wav,,2,2,SIMILAR,,A,,,2,1,0.48372,0,89,89,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Crow_A.wav,,2,2,SIMILAR,,A,,,1,0,0.430755,0,90,90,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Goat_B.wav,,2,3,NEW,,A,,,2,1,0.419665,0,91,91,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/HairDryer_A.wav,,1,1,OLD,,A,,,1,1,0.503725,0,92,92,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Cuckoo_A.wav,,1,1,OLD,,A,,,1,1,0.404275,0,93,93,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Coin_D.wav,,2,3,NEW,,A,,,2,1,0.584115,0,94,94,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Howl.wav,,2,3,NEW,,A,,,2,1,0.38391,0,95,95,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Hammer_A.wav,,1,1,OLD,,A,,,1,1,1.683745,0,96,96,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Helicopter_A.wav,,2,3,NEW,,A,,,2,1,0.590315,0,97,97,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Bubbles_A.wav,,2,3,NEW,,A,,,2,1,0.500425,0,98,98,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Footsteps_F.wav,,2,2,SIMILAR,,A,,,2,1,2.375675,0,99,99,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Growl_G.wav,,2,3,NEW,,A,,,2,1,0.436285,0,100,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Horse.wav,,2,3,NEW,,A,,,2,1,1.11122,0,101,101,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Piano_D.wav,,1,1,OLD,,A,,,1,1,0.447775,0,102,102,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Dog_F.wav,,2,2,SIMILAR,,A,,,1,0,1.479375,0,103,103,103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,,1,1,OLD,,A,,,1,1,0.40143,0,104,104,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Printer.wav,,2,3,NEW,,A,,,2,1,0.27115,0,105,105,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Camera.wav,,2,3,NEW,,A,,,2,1,0.85738,0,106,106,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Clap_B.wav,,2,3,NEW,,A,,,2,1,1.064555,0,107,107,107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/PaperRip.wav,,2,3,NEW,,A,,,2,1,0.410395,0,108,108,108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Coin_E.wav,,2,2,SIMILAR,,A,,,1,0,1.13418,0,109,109,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Droplet_B.wav,,2,3,NEW,,A,,,2,1,0.58382,0,110,110,110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Steam.wav,,2,3,NEW,,A,,,2,1,0.500755,0,111,111,111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Helicopter_A.wav,,1,1,OLD,,A,,,1,1,0.417565,0,112,112,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/CarStart_E.wav,,2,3,NEW,,A,,,2,1,0.500185,0,113,113,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Howl.wav,,1,1,OLD,,A,,,1,1,0.617105,0,114,114,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Growl_H.wav,,2,2,SIMILAR,,A,,,1,0,0.433605,0,115,115,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Goat_C.wav,,2,2,SIMILAR,,A,,,1,0,2.849965,0,116,116,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Donkey.wav,,2,3,NEW,,A,,,2,1,0.425955,0,117,117,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/PaperRip.wav,,1,1,OLD,,A,,,1,1,1.037505,0,118,118,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Bubbles_B.wav,,2,2,SIMILAR,,A,,,2,1,0.406395,0,119,119,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Horse.wav,,1,1,OLD,,A,,,1,1,1.00199,0,120,120,120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Printer.wav,,1,1,OLD,,A,,,1,1,0.400595,0,121,121,121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Camera.wav,,1,1,OLD,,A,,,1,1,0.701175,0,122,122,122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Droplet_B.wav,,1,1,OLD,,A,,,1,1,0.550695,0,123,123,123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Steam.wav,,1,1,OLD,,A,,,1,1,0.433685,0,124,124,124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/CarStart_D.wav,,2,2,SIMILAR,,A,,,2,1,0.516385,0,125,125,125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
