VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,Welcome0ContKey.keys,Welcome0ContKey.rt,key_resp.keys,key_resp.rt,WelcomeSound2ContKey.keys,WelcomeSound2ContKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,PracticeSoundKey.keys,PracticeSoundKey.corr,PracticeSoundKey.rt,SoundPracticeLoop.thisRepN,SoundPracticeLoop.thisTrialN,SoundPracticeLoop.thisN,SoundPracticeLoop.thisIndex,SoundPracticeLoop.ran,SoundFile,SoundMST_File,GS_File,SoundCorrect,Correct2,SoundType,,Trial,MSTSoundStrtKey.keys,MSTSoundStrtKey.rt,MSTSoundKey.keys,MSTSoundKey.corr,MSTSoundKey.rt,MSTSoundLoop.thisRepN,MSTSoundLoop.thisTrialN,MSTSoundLoop.thisN,MSTSoundLoop.thisIndex,MSTSoundLoop.ran,AttnCheck2Keys.keys,AttnCheck2Keys.rt,AttnCheck2Resp.text,SoundTask.thisRepN,SoundTask.thisTrialN,SoundTask.thisN,SoundTask.thisIndex,SoundTask.ran,Counterbalance.thisRepN,Counterbalance.thisTrialN,Counterbalance.thisN,Counterbalance.thisIndex,Counterbalance.ran,WordOrder,SoundOrder,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,Type,StartTast.keys,StartTast.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordCorrect,Correct_type,WordType,Condition,Attn1ContKey.keys,Attn1ContKey.rt,AttnCheckResp.text,SyllblCheckContKey.keys,SyllblCheckContKey.rt,SyllblCheckResp.keys,SyllblCheckResp.corr,SyllblCheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Target,Word1,Word2,Word3,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,WordTask.ran,key_resp_4.keys,key_resp_4.rt,GuessSoundIntro2Cont.keys,GuessSoundIntro2Cont.rt,GSSubmit.keys,GSSubmit.rt,GSResponse.text,GuessSoundLoop.thisRepN,GuessSoundLoop.thisTrialN,GuessSoundLoop.thisN,GuessSoundLoop.thisIndex,GuessSoundLoop.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Donkey.wav,,1,1,OLD,,A,,,1,1,0.43315,0,126,126,126,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,SoundMST/Clap_C.wav,,2,2,SIMILAR,,A,,,1,0,0.650145,0,127,127,127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,22.684585,Potato chips,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,space,22.53338,,,,,space,3.652105,,,,,,,,,Training/FO_YI_LAY.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,13.394805,space,5.313735,2,1,2.496975,0,0,0,0,1,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,Training/FO_YI_LAY.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.444395,0,1,1,1,1,OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,Training/YO_BU_JAY.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.128155,0,2,2,2,1,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,Training/JAY_YO_BU.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.273195,0,3,3,3,1,SIMILAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,Training/FO_YI_LAY.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.013935,0,4,4,4,1,OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/SI_VAI_CHU.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.75628,2,1,1.43354,0,0,0,0,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/HO_NAY_VA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.79721,0,1,1,1,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.36715,0,2,2,2,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/PAI_LU_WA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2.000225,0,3,3,3,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/WAI_VU_NA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2.617515,0,4,4,4,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/VAI_HO_LA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3.12801,0,5,5,5,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GU_CHAI_PI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.42967,0,6,6,6,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2.680285,0,7,7,7,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2.09737,0,8,8,8,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/BA_KAY_LI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.784825,0,9,9,9,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.1404,0,10,10,10,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/WAI_NA_VU.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.62622,0,11,11,11,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DA_CHU_VAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1.059875,0,12,12,12,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.644225,0,13,13,13,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1.62239,0,14,14,14,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/VU_NA_WAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1.90027,0,15,15,15,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.79148,0,16,16,16,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAY_LI_BA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.457975,0,17,17,17,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.5944,0,18,18,18,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.253665,0,19,19,19,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/VU_WAI_NA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.50252,0,20,20,20,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.797885,0,21,21,21,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/HI_NAY_VA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2.2501,0,22,22,22,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.00887,0,23,23,23,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2.09226,0,24,24,24,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1.44342,0,25,25,25,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/NA_VU_WAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.37275,0,26,26,26,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAY_BA_LI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3.23971,0,27,27,27,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1.36276,0,28,28,28,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.783515,0,29,29,29,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.80117,0,30,30,30,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/NU_CHAY_SO.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.48363,0,31,31,31,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.433835,0,32,32,32,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/NA_WAI_VU.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.7172,0,33,33,33,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.41753,0,34,34,34,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.71746,0,35,35,35,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/LI_BA_KAY.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.33341,0,36,36,36,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1.216695,0,37,37,37,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.283845,0,38,38,38,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/TAI_SA_GI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.48378,0,39,39,39,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1.766825,0,40,40,40,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.900445,0,41,41,41,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.950625,0,42,42,42,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GI_SA_TAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.367075,0,43,43,43,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/BA_LI_KAY.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3.33309,0,44,44,44,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.833805,0,45,45,45,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.338545,0,46,46,46,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5c537b8b87d9ef0001f195d4,2021-03-24_18h54.06.927,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1.630365,0,47,47,47,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
