SoundFile,Type,Correct,File,WordCorrect,Correct_type,WordType,Condition,SoundMST_File,SoundCorrect,Correct2,SoundType,Trial,Sound1,Sound2,PairType,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,SoundTask.thisRepN,SoundTask.thisTrialN,SoundTask.thisN,SoundTask.thisIndex,SoundPracticeLoop.thisRepN,SoundPracticeLoop.thisTrialN,SoundPracticeLoop.thisN,SoundPracticeLoop.thisIndex,MSTSoundLoop.thisRepN,MSTSoundLoop.thisTrialN,MSTSoundLoop.thisN,MSTSoundLoop.thisIndex,SimilarityRating.thisRepN,SimilarityRating.thisTrialN,SimilarityRating.thisN,SimilarityRating.thisIndex,SoundLabelLoop.thisRepN,SoundLabelLoop.thisTrialN,SoundLabelLoop.thisN,SoundLabelLoop.thisIndex,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Task1Slide.started,Task1Slide.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,PracticeText2.started,PracticeText2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,PracticeRespKey2.keys,PracticeRespKey2.rt,PracticeRespKey2.started,PracticeRespKey2.stopped,Practice_resp.keys,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,No3.started,No3.stopped,No2.started,No2.stopped,No1.started,No1.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,ItemNumber.started,ItemNumber.stopped,MST_resp.keys,MST_resp.corr,MST_resp.rt,MST_resp.started,MST_resp.stopped,Option2.started,Option2.stopped,EndMssg.started,EndMssg.stopped,End1Cont.keys,End1Cont.rt,End1Cont.started,End1Cont.stopped,Pt2WelcomeMssg.started,Pt2WelcomeMssg.stopped,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Task2Slide.started,Task2Slide.stopped,PracticeSound2.started,PracticeSound2.stopped,PracticeCrossW.started,PracticeCrossW.stopped,PracticeTrialNo.started,PracticeTrialNo.stopped,PracticeRespKey2II.keys,PracticeRespKey2II.rt,PracticeRespKey2II.started,PracticeRespKey2II.stopped,Message.started,Message.stopped,PracticeCrossW2.started,PracticeCrossW2.stopped,PracticeSoundKey.keys,PracticeSoundKey.rt,PracticeSoundKey.started,PracticeSoundKey.stopped,MSTSoundStrtMssg.started,MSTSoundStrtMssg.stopped,MSTSoundStrtKey.keys,MSTSoundStrtKey.rt,MSTSoundStrtKey.started,MSTSoundStrtKey.stopped,no2.started,no2.stopped,MSTSoundCount.started,MSTSoundCount.stopped,MSTSoundPlay.started,MSTSoundPlay.stopped,MSTSoundCross.started,MSTSoundCross.stopped,MSTSoundKey.keys,MSTSoundKey.corr,MSTSoundKey.rt,MSTSoundKey.started,MSTSoundKey.stopped,Options2II.started,Options2II.stopped,Task3Slide.started,Task3Slide.stopped,SimContKey.keys,SimContKey.rt,SimContKey.started,SimContKey.stopped,Cross1Sec.started,Cross1Sec.stopped,FirstSound.started,FirstSound.stopped,SecondSound.started,SecondSound.stopped,Cross.started,Cross.stopped,NumberOne.started,NumberOne.stopped,NumberTwo.started,NumberTwo.stopped,SimTrialNumber.started,SimTrialNumber.stopped,SimilarityRatingScale.started,SimilarityRatingScale.stopped,SimilarityRatingKey.keys,SimilarityRatingKey.rt,SimilarityRatingKey.started,SimilarityRatingKey.stopped,Task4Slide.started,Task4Slide.stopped,Welcome4End.keys,Welcome4End.rt,Welcome4End.started,Welcome4End.stopped,SoundLabelQuestion.started,SoundLabelQuestion.stopped,Sound.started,Sound.stopped,LabelingKey.keys,LabelingKey.rt,LabelingKey.started,LabelingKey.stopped,participant,date,expName,psychopyVersion,frameRate
,,,TestWords/GI_TAI_SA.wav,2,NEW,SIMILAR,A,,,,,,,,,,,,,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.4716418,None,390.0199297,None,390.0242424,None,2,1,3.3301202,391.0030569,None,390.0242424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KO_SU_FAI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.3549509,None,395.8696522,None,395.8789257,None,1,1,1.983357,396.8697488,None,395.8789257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/DA_CHU_VAI.wav,2,NEW,NEW,A,,,,,,,,,,,,,0,0,0,0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.8734273,None,400.419685,None,400.4280127,None,2,1,2.7769856,401.4196275,None,400.4280127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/RAY_PA_TI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.2213023,None,405.7361411,None,405.7483156,None,1,1,2.5483832,406.736246,None,405.7483156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KAI_LAY_TA.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.3045195,None,410.8193604,None,410.8311821,None,2,0,2.5696685,411.8199955,None,410.8311821,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/WAI_NA_VU.wav,2,NEW,SIMILAR,A,,,,,,,,,,,,,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.4199452,None,415.9861462,None,415.9846073,None,1,0,1.8595262,416.9698833,None,415.9846073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KO_SU_FAI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.8542247,None,420.3861582,None,420.3834407,None,2,0,2.8757538,421.3694352,None,420.3834407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/SA_TAI_GI.wav,2,NEW,SIMILAR,A,,,,,,,,,,,,,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.2760919,None,425.8191499,None,425.8206495,None,1,0,2.7863341,426.8026939,None,425.8206495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/RAY_PA_TI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.6199039,None,431.1192181,None,431.1298775,None,1,1,1.6535713,432.1194405,None,431.1298775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/VU_NA_WAI.wav,2,NEW,SIMILAR,A,,,,,,,,,,,,,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.8045651,None,435.3694306,None,435.3719043,None,1,0,6.5083932,436.3526011,None,435.3719043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KAI_LAY_TA.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.8913526,None,444.4026436,None,444.4153401,None,1,1,2.6745272,445.4027395,None,444.4153401,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/WAI_RO_JU.wav,2,NEW,NEW,A,,,,,,,,,,,,,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.1083161,None,449.6691481,None,449.6639156,None,1,0,1.8182152,450.652345,None,449.6639156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KO_SU_FAI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.5054015,None,454.0190242,None,454.0262744,None,1,1,3.0104995,455.0191827,None,454.0262744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/SA_GI_TAI.wav,2,NEW,SIMILAR,A,,,,,,,,,,,,,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0544806,None,459.6356477,None,459.6417013,None,2,1,2.7539196,460.6190686,None,459.6417013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/RAY_PA_TI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.4034972,None,464.9191128,None,464.9451429,None,1,1,1.6540766,465.9188964,None,464.9451429,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/GA_MU_ZI.wav,2,NEW,NEW,A,,,,,,,,,,,,,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.6038301,None,469.1523648,None,469.1568416,None,2,1,3.6694753,470.1355538,None,469.1568416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KAI_LAY_TA.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.83833,None,475.3522233,None,475.3620483,None,1,1,1.6601341,476.3521891,None,475.3620483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/VU_WAI_NA.wav,2,NEW,SIMILAR,A,,,,,,,,,,,,,0,0,0,0,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0381522,None,479.5856159,None,479.5937806,None,1,0,3.8041375,480.5853927,None,479.5937806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/RAY_PA_TI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.4191826,None,485.9354213,None,485.9316276,None,1,1,4.8231608,486.9190312,None,485.9316276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/LI_KAY_BA.wav,2,NEW,NEW,A,,,,,,,,,,,,,0,0,0,0,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.7699096,None,493.3353859,None,493.3454167,None,1,0,2.1411418,494.3353512,None,493.3454167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/HI_NAY_VA.wav,2,NEW,NEW,A,,,,,,,,,,,,,0,0,0,0,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.5145876,None,498.0518285,None,498.0598261,None,1,0,2.4015055,499.0518071,None,498.0598261,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KO_SU_FAI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.4873506,None,503.0018941,None,503.0116037,None,2,0,2.2191165,504.0022515,None,503.0116037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/NA_VU_WAI.wav,2,NEW,SIMILAR,A,,,,,,,,,,,,,0,0,0,0,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.252637,None,507.7851859,None,507.794864,None,2,1,3.1074294,508.7853264,None,507.794864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/GA_MU_ZI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.9187943,None,513.4350845,None,513.4357185,None,1,1,1.5646335,514.4019283,None,513.4357185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KAI_LAY_TA.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.9882914,None,517.5016629,None,517.5136496,None,1,1,2.1511411,518.5018799,None,517.5136496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/DAI_RU_CHI.wav,2,NEW,NEW,A,,,,,,,,,,,,,0,0,0,0,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.6691644,None,522.2019635,None,522.2147538,None,1,0,2.1144473,523.2019064,None,522.2147538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/NU_CHAY_SO.wav,2,NEW,NEW,A,,,,,,,,,,,,,0,0,0,0,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.3372305,None,526.8849304,None,526.8920197,None,2,1,2.4719556,527.8850127,None,526.8920197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/RAY_PA_TI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.3870946,None,531.9017101,None,531.9125545,None,1,1,1.246185,532.9024084,None,531.9125545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/BA_KAY_LI.wav,2,NEW,SIMILAR,A,,,,,,,,,,,,,0,0,0,0,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.1716244,None,535.7183443,None,535.7221019,None,1,0,1.5669095,536.701799,None,535.7221019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KO_SU_FAI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.3027479,None,539.8183696,None,539.8319746,None,2,0,2.0904144,540.81833,None,539.8319746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/GA_MU_ZI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.9347562,None,544.4348094,None,544.4481138,None,1,1,2.5299378,545.4350861,None,544.4481138,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/CHU_LA_PAY.wav,2,NEW,NEW,A,,,,,,,,,,,,,0,0,0,0,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.9870114,None,549.5514593,None,549.5473958,None,1,0,1.5412561,550.5348374,None,549.5473958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KAI_LAY_TA.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.1011943,None,553.6013277,None,553.6097115,None,1,1,1.8127576,554.601632,None,553.6097115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/DAI_RU_CHI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.4360706,None,557.9514166,None,557.9617984,None,2,0,3.4050553,558.9518581,None,557.9617984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KO_SU_FAI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.3911071,None,563.9014094,None,563.9140286,None,2,0,4.6711652,564.9017264,None,563.9140286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KAY_LI_BA.wav,2,NEW,SIMILAR,A,,,,,,,,,,,,,0,0,0,0,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.60194,None,571.1513082,None,571.1487396,None,1,0,1.6302003,572.118262,None,571.1487396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/RAY_PA_TI.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.7679652,None,575.2846173,None,575.2824612,None,1,1,1.6805715,576.2680325,None,575.2824612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
,,,TestWords/KAI_LAY_TA.wav,1,OLD,OLD,A,,,,,,,,,,,,,0,0,0,0,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.9689014,None,579.4679708,None,579.4764353,None,1,1,1.8482904,580.4680923,None,579.4764353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_19_1414,CombinedMST,2020.2.10,60.98033201
