VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,File,Correct,participant,Age,date,expName,psychopyVersion,OS,frameRate,Welcome0ContKey.keys,Welcome0ContKey.rt,key_resp.keys,key_resp.rt,WelcomeSound2ContKey.keys,WelcomeSound2ContKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,PracticeSoundKey.keys,PracticeSoundKey.corr,PracticeSoundKey.rt,SoundPracticeLoop.thisRepN,SoundPracticeLoop.thisTrialN,SoundPracticeLoop.thisN,SoundPracticeLoop.thisIndex,SoundPracticeLoop.ran,SoundMST_File,SoundCorrect,Correct2,SoundType,Trial,MSTSoundStrtKey.keys,MSTSoundStrtKey.rt,MSTSoundKey.keys,MSTSoundKey.corr,MSTSoundKey.rt,MSTSoundLoop.thisRepN,MSTSoundLoop.thisTrialN,MSTSoundLoop.thisN,MSTSoundLoop.thisIndex,MSTSoundLoop.ran,AttnCheck2Keys.keys,AttnCheck2Keys.rt,AttnCheck2Resp.text,SoundTask.thisRepN,SoundTask.thisTrialN,SoundTask.thisN,SoundTask.thisIndex,SoundTask.ran,Counterbalance.thisRepN,Counterbalance.thisTrialN,Counterbalance.thisN,Counterbalance.thisIndex,Counterbalance.ran,WordOrder,SoundOrder,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Type,StartTast.keys,StartTast.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordCorrect,Correct_type,WordType,Condition,Attn1ContKey.keys,Attn1ContKey.rt,AttnCheckResp.text,SyllblCheckContKey.keys,SyllblCheckContKey.rt,SyllblCheckResp.keys,SyllblCheckResp.corr,SyllblCheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Target,Word1,Word2,Word3,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,WordTask.ran,key_resp_4.keys,key_resp_4.rt,GuessSoundIntro2Cont.keys,GuessSoundIntro2Cont.rt,GSSubmit.keys,GSSubmit.rt,GSResponse.text,GuessSoundLoop.thisRepN,GuessSoundLoop.thisTrialN,GuessSoundLoop.thisN,GuessSoundLoop.thisIndex,GuessSoundLoop.ran,GS_File,GS_Type,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SyllableCheck/SU.wav,,,,,,,,,,,,,,,,return,15.082,GREEN,space,14.452,2,1,4.316,0,0,0,1,1,SU,SO,SU,ZU,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SyllableCheck/TI.wav,,,,,,,,,,,,,,,,,,,,,1,1,1.946,0,1,1,0,1,TI,TEE,DEE,SEE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SyllableCheck/FU.wav,,,,,,,,,,,,,,,,,,,,,3,1,2.757,0,2,2,3,1,FU,VU,FO,FU,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SyllableCheck/KAY.wav,,,,,,,,,,,,,,,,,,,,,2,1,1.76,0,3,3,2,1,KAY,KEE,KAY,HAY,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SyllableCheck/BA.wav,,,,,,,,,,,,,,,,,,,,,3,1,2.169,0,4,4,4,1,BA,PA,BEE,BA,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,20.548,space,27.515,return,13.471,LION ROAR,0,0,0,19,1,SoundMST/Growl_H.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,13.131, RUNNING TAP,0,1,1,5,1,SoundMST/Faucet_C.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,24.549, BOOT CLIMBING STAIRS,0,2,2,40,1,SoundMST/Footsteps_C.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,12.279, CAR STARTING,0,3,3,22,1,SoundMST/CarStart_F.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,9.602, CAR STARTING,0,4,4,46,1,SoundMST/CarStart_E.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,12.579, DONKEY BRAYING,0,5,5,87,1,SoundMST/Donkey.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,11.949, WATER DRIPPING,0,6,6,85,1,SoundMST/Droplet_B.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,11.635, BELLS RINGING,0,7,7,26,1,SoundMST/Chime_B.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,17.935, BIRD WHISTLING,0,8,8,35,1,SoundMST/Whistle_B.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,13.516, HELICOPTER FLYING,0,9,9,79,1,SoundMST/Helicopter_A.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,7.332, DOG BARKING,0,10,10,41,1,SoundMST/Dog_H.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,14.344, DUCK QUACKING,0,11,11,8,1,SoundMST/Duck_D.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,9.956, SHEEP BLEATING,0,12,12,20,1,SoundMST/Goat_C.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,13.207, CROW CROWING,0,13,13,15,1,SoundMST/Crow_A.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,8.614, TYPING,0,14,14,49,1,SoundMST/Typing.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,8.027, DUCK QUACKING,0,15,15,32,1,SoundMST/Duck_C.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,15.422, LIQUID BEING POURED INTO GLASS,0,16,16,25,1,SoundMST/Pour_B.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,7.196, APPLAUSE,0,17,17,23,1,SoundMST/Clap_C.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,10.315, ELECTRIC MOTOR,0,18,18,74,1,SoundMST/HairDryer_A.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,10.023, WOLF HOWLING,0,19,19,80,1,SoundMST/Howl.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,12.017, HORSE WINNYING,0,20,20,82,1,SoundMST/Horse.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,10.742, HORN HONKING,0,21,21,70,1,SoundMST/Airhorn.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.318, DIAL TONE,0,22,22,54,1,SoundMST/DialTone.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,7.263, DOG BARKING,0,23,23,17,1,SoundMST/Dog_F.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,9.52, LAUGHTER,0,24,24,33,1,SoundMST/Laugh_A.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,9.081, BABY COOING,0,25,25,4,1,SoundMST/Baby_E.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,13.644, GLASS BEING SET DOWN,0,26,26,68,1,SoundMST/Cup.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,7.497, SIREN,0,27,27,38,1,SoundMST/Siren_E.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,8.537, BELLS RINGING,0,28,28,2,1,SoundMST/Chime_A.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.541, APPLAUSE,0,29,29,47,1,SoundMST/Clap_B.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.348, SNORING,0,30,30,10,1,SoundMST/Snore_E.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,16.076, PENCIL SCRAPING,0,31,31,27,1,SoundMST/Writing_A.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,8.043, TRUMPET SOUNDING,0,32,32,63,1,SoundMST/Trumpet_B.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,9.119, CROW CROWING,0,33,33,39,1,SoundMST/Crow_B.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,9.105, GUITAR BEING STRUMMED,0,34,34,59,1,SoundMST/Guitar_B.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,13.87, ELEPHANT TRUMPETING,0,35,35,24,1,SoundMST/Elephant_C.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,11.59, ELEPHANT TRUMPETING,0,36,36,0,1,SoundMST/Elephant_A.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.876, SNORING,0,37,37,34,1,SoundMST/Snore_D.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,9.376, PRINTER,0,38,38,83,1,SoundMST/Printer.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,7.04, SIREN,0,39,39,14,1,SoundMST/Siren_A.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.813, THUNDER,0,40,40,48,1,SoundMST/Thunder_A.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.92, LAUGHTER,0,41,41,9,1,SoundMST/Laugh_D.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,5.555, CHEWING,0,42,42,36,1,SoundMST/Chomp_A.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,8.527, SLEIGH BELLS RINGING,0,43,43,50,1,SoundMST/Sleighbells_B.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,10.364, LIQUID BEING POURED,0,44,44,1,1,SoundMST/Pour_C.wav,SIMILAR,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,8.879, BOWLING PINS FALLING,0,45,45,72,1,SoundMST/Bowlingpins.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,7.256, SLURPING,0,46,46,66,1,SoundMST/Slurp.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,8.202, TRAIN WHISTLE,0,47,47,86,1,SoundMST/Steam.wav,SAME,,
,,,,,,,,,,,,,,55b9a9b0fdf99b6906d2aba4,65,2021-03-25_02h12.05.408,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,11.087, PHONE RINGING,0,48,48,37,1,SoundMST/Phone_D.wav,SIMILAR,,
